date,Close,High,Low,Open,Volume,close,high,low,open,volume
2016-05-27,,,,,,100.35,100.47,99.24,99.44,36229530.0
2016-05-31,,,,,,99.86,100.4,98.82,99.6,42307212.0
2016-06-01,,,,,,98.46,99.54,98.33,99.02,29173285.0
2016-06-02,,,,,,97.72,97.84,96.63,97.6,40191600.0
2016-06-03,,,,,,97.92,98.27,97.45,97.79,28504888.0
2016-06-06,,,,,,98.63,101.89,97.55,97.99,23292504.0
2016-06-07,,,,,,99.03,99.87,98.96,99.25,22409450.0
2016-06-08,,,,,,98.94,99.56,98.68,99.02,20848131.0
2016-06-09,,,,,,99.65,99.99,98.46,98.5,26601354.0
2016-06-10,,,,,,98.83,99.35,98.48,98.53,31712936.0
2016-06-13,,,,,,97.34,99.12,97.1,98.69,38020494.0
2016-06-14,,,,,,97.46,98.48,96.75,97.32,31931944.0
2016-06-15,,,,,,97.14,98.41,97.03,97.82,29445227.0
2016-06-16,,,,,,97.55,97.75,96.07,96.45,31326815.0
2016-06-17,,,,,,95.33,96.65,95.3,96.62,61008219.0
2016-06-20,,,,,,95.1,96.57,95.03,96.0,34411901.0
2016-06-21,,,,,,95.91,96.35,94.68,94.94,35546358.0
2016-06-22,,,,,,95.55,96.89,95.35,96.25,29219122.0
2016-06-23,,,,,,96.1,96.29,95.25,95.94,32240187.0
2016-06-24,,,,,,93.4,94.66,92.65,92.91,75311356.0
2016-06-27,,,,,,92.04,93.05,91.5,93.0,46622188.0
2016-06-28,,,,,,93.59,93.66,92.14,92.9,40444914.0
2016-06-29,,,,,,94.4,94.55,93.63,93.97,36531006.0
2016-06-30,,,,,,95.6,95.77,94.3,94.44,35836356.0
2016-07-01,,,,,,95.89,96.46,95.33,95.49,26026540.0
2016-07-05,,,,,,94.99,95.4,94.46,95.39,27705210.0
2016-07-06,,,,,,95.53,95.66,94.37,94.6,30949090.0
2016-07-07,,,,,,95.94,96.5,95.62,95.7,25139558.0
2016-07-08,,,,,,96.68,96.89,96.05,96.49,28912103.0
2016-07-11,,,,,,96.98,97.65,96.73,96.75,23794945.0
2016-07-12,,,,,,97.42,97.7,97.12,97.17,24167463.0
2016-07-13,,,,,,96.87,97.67,96.84,97.41,25892171.0
2016-07-14,,,,,,98.79,98.99,97.32,97.39,38918997.0
2016-07-15,,,,,,98.78,99.3,98.5,98.92,30136990.0
2016-07-18,,,,,,99.83,100.13,98.6,98.7,36493867.0
2016-07-19,,,,,,99.87,100.0,99.34,99.56,23779924.0
2016-07-20,,,,,,99.96,100.46,99.74,100.0,26275968.0
2016-07-21,,,,,,99.43,101.0,99.13,99.83,32702028.0
2016-07-22,,,,,,98.66,99.3,98.31,99.26,28313669.0
2016-07-25,,,,,,97.34,98.84,96.92,98.25,40382921.0
2016-07-26,,,,,,96.67,97.97,96.42,96.82,56239822.0
2016-07-27,,,,,,102.95,104.35,102.75,104.26,92344820.0
2016-07-28,,,,,,104.34,104.45,102.82,102.83,39869839.0
2016-07-29,,,,,,104.21,104.55,103.68,104.19,27733688.0
2016-08-01,,,,,,106.05,106.15,104.41,104.41,38167871.0
2016-08-02,,,,,,104.48,106.07,104.0,106.05,33816556.0
2016-08-03,,,,,,105.79,105.84,104.77,104.81,30202641.0
2016-08-04,,,,,,105.87,106.0,105.28,105.58,27408650.0
2016-08-05,,,,,,107.48,107.65,106.18,106.27,40553402.0
2016-08-08,,,,,,108.37,108.37,107.16,107.52,28037220.0
2016-08-09,,,,,,108.81,108.94,108.01,108.23,26315204.0
2016-08-10,,,,,,108.0,108.9,107.76,108.71,24008505.0
2016-08-11,,,,,,107.93,108.93,107.85,108.52,27484506.0
2016-08-12,,,,,,108.18,108.44,107.78,107.78,18660434.0
2016-08-15,,,,,,109.48,109.54,108.08,108.14,25868209.0
2016-08-16,,,,,,109.38,110.23,109.21,109.63,33794448.0
2016-08-17,,,,,,109.22,109.37,108.34,109.1,25355976.0
2016-08-18,,,,,,109.08,109.6,109.02,109.23,21984703.0
2016-08-19,,,,,,109.36,109.69,108.36,108.77,25368072.0
2016-08-22,,,,,,108.51,109.1,107.85,108.86,25820230.0
2016-08-23,,,,,,108.85,109.32,108.53,108.59,21257669.0
2016-08-24,,,,,,108.03,108.75,107.68,108.56,23675081.0
2016-08-25,,,,,,107.57,107.88,106.68,107.39,25086248.0
2016-08-26,,,,,,106.94,107.95,106.31,107.41,27766291.0
2016-08-29,,,,,,106.82,107.44,106.29,106.62,24970300.0
2016-08-30,,,,,,106.0,106.5,105.5,105.8,24863945.0
2016-08-31,,,,,,106.1,106.57,105.64,105.66,29662406.0
2016-09-01,,,,,,106.73,106.8,105.62,106.14,26701523.0
2016-09-02,,,,,,107.73,108.0,106.82,107.7,26334858.0
2016-09-06,,,,,,107.7,108.3,107.51,107.9,26880391.0
2016-09-07,,,,,,108.36,108.76,107.07,107.83,42364328.0
2016-09-08,,,,,,105.52,107.27,105.24,107.25,53002026.0
2016-09-09,,,,,,103.13,105.72,103.13,104.64,46556984.0
2016-09-12,,,,,,105.44,105.72,102.53,102.65,45292770.0
2016-09-13,,,,,,107.95,108.79,107.24,107.51,62176190.0
2016-09-14,,,,,,111.77,113.03,108.6,108.73,112340318.0
2016-09-15,,,,,,115.57,115.73,113.49,113.86,90613177.0
2016-09-16,,,,,,114.92,116.13,114.04,115.12,79886911.0
2016-09-19,,,,,,113.58,116.18,113.25,115.19,47023046.0
2016-09-20,,,,,,113.57,114.12,112.51,113.05,34514269.0
2016-09-21,,,,,,113.55,113.99,112.44,113.85,36003185.0
2016-09-22,,,,,,114.62,114.94,114.0,114.35,31073984.0
2016-09-23,,,,,,112.71,114.79,111.55,114.42,52481151.0
2016-09-26,,,,,,112.88,113.39,111.55,111.64,29869442.0
2016-09-27,,,,,,113.09,113.18,112.34,113.0,24607412.0
2016-09-28,,,,,,113.95,114.64,113.43,113.69,29641085.0
2016-09-29,,,,,,112.18,113.8,111.8,113.16,35886990.0
2016-09-30,,,,,,113.05,113.37,111.8,112.46,36379106.0
2016-10-03,,,,,,112.52,113.05,112.28,112.71,21701760.0
2016-10-04,,,,,,113.0,114.31,112.63,113.06,29736835.0
2016-10-05,,,,,,113.05,113.66,112.69,113.4,21453089.0
2016-10-06,,,,,,113.89,114.34,113.13,113.7,28779313.0
2016-10-07,,,,,,114.06,114.56,113.51,114.31,24358443.0
2016-10-10,,,,,,116.05,116.75,114.72,115.02,36235956.0
2016-10-11,,,,,,116.3,118.69,116.2,117.7,64041043.0
2016-10-12,,,,,,117.34,117.98,116.75,117.35,37586787.0
2016-10-13,,,,,,116.98,117.44,115.72,116.79,35192406.0
2016-10-14,,,,,,117.63,118.17,117.13,117.88,35652191.0
2016-10-17,,,,,,117.55,117.84,116.78,117.33,23624896.0
2016-10-18,,,,,,117.47,118.21,117.45,118.18,24553478.0
2016-10-19,,,,,,117.12,117.76,113.8,117.25,20034594.0
2016-10-20,,,,,,117.06,117.38,116.33,116.86,24125801.0
2016-10-21,,,,,,116.6,116.91,116.28,116.81,23192665.0
2016-10-24,,,,,,117.65,117.74,117.0,117.1,23538673.0
2016-10-25,,,,,,118.25,118.36,117.31,117.95,48128970.0
2016-10-26,,,,,,115.59,115.7,113.31,114.31,66134219.0
2016-10-27,,,,,,114.48,115.86,114.1,115.39,34562045.0
2016-10-28,,,,,,113.72,115.21,113.45,113.87,37861662.0
2016-10-31,,,,,,113.54,114.23,113.2,113.65,26419398.0
2016-11-01,,,,,,111.49,113.77,110.53,113.46,43825812.0
2016-11-02,,,,,,111.59,112.35,111.23,111.4,28331709.0
2016-11-03,,,,,,109.83,111.46,109.55,110.98,26932602.0
2016-11-04,,,,,,108.84,110.25,108.11,108.53,30836997.0
2016-11-07,,,,,,110.41,110.51,109.46,110.08,32560000.0
2016-11-08,,,,,,111.06,111.72,109.7,110.31,24254179.0
2016-11-09,,,,,,110.88,111.32,108.05,109.88,59176361.0
2016-11-10,,,,,,107.79,111.09,105.83,111.09,57134541.0
2016-11-11,,,,,,108.43,108.87,106.55,107.12,34143898.0
2016-11-14,,,,,,105.71,107.81,104.08,107.71,51175504.0
2016-11-15,,,,,,107.11,107.68,106.16,106.57,32264510.0
2016-11-16,,,,,,109.99,110.23,106.6,106.7,58840522.0
2016-11-17,,,,,,109.95,110.35,108.83,109.81,26964598.0
2016-11-18,,,,,,110.06,110.54,109.66,109.72,28428917.0
2016-11-21,,,,,,111.73,111.99,110.01,110.12,29264571.0
2016-11-22,,,,,,111.8,112.42,111.4,111.95,25965534.0
2016-11-23,,,,,,111.23,111.51,110.33,111.36,27426394.0
2016-11-25,,,,,,111.79,111.87,110.95,111.47,11475922.0
2016-11-28,,,,,,111.57,112.46,111.39,111.43,27193983.0
2016-11-29,,,,,,111.46,112.03,110.07,110.78,28528750.0
2016-11-30,,,,,,110.52,112.2,110.27,111.6,36162258.0
2016-12-01,,,,,,109.49,110.94,109.03,110.36,37086862.0
2016-12-02,,,,,,109.9,110.09,108.85,109.17,26527997.0
2016-12-05,,,,,,109.11,110.03,108.25,110.0,34324540.0
2016-12-06,,,,,,109.95,110.36,109.19,109.5,26195462.0
2016-12-07,,,,,,111.03,111.19,109.16,109.26,29998719.0
2016-12-08,,,,,,112.12,112.43,110.6,110.86,27068316.0
2016-12-09,,,,,,113.95,114.7,112.31,112.31,34402627.0
2016-12-12,,,,,,113.3,115.0,112.49,113.29,26374377.0
2016-12-13,,,,,,115.19,115.92,113.75,113.84,43733811.0
2016-12-14,,,,,,115.19,116.2,114.98,115.04,34031834.0
2016-12-15,,,,,,115.82,116.73,115.23,115.38,46524544.0
2016-12-16,,,,,,115.97,116.5,115.64,116.47,44351134.0
2016-12-19,,,,,,116.64,117.38,115.75,115.8,27779423.0
2016-12-20,,,,,,116.95,117.5,116.68,116.74,21424965.0
2016-12-21,,,,,,117.06,117.4,116.78,116.8,23783165.0
2016-12-22,,,,,,116.29,116.51,115.64,116.35,26085854.0
2016-12-23,,,,,,116.52,116.52,115.59,115.59,14249484.0
2016-12-27,,,,,,117.26,117.8,116.49,116.52,18296855.0
2016-12-28,,,,,,116.76,118.02,116.2,117.52,20905892.0
2016-12-29,,,,,,116.73,117.11,116.4,116.45,15039519.0
2016-12-30,,,,,,115.82,117.2,115.43,116.65,30586265.0
2017-01-03,,,,,,116.15,116.33,114.76,115.8,28781865.0
2017-01-04,,,,,,116.02,116.51,115.75,115.85,21118116.0
2017-01-05,,,,,,116.61,116.86,115.81,115.92,22193587.0
2017-01-06,,,,,,117.91,118.16,116.47,116.78,31751900.0
2017-01-09,,,,,,118.99,119.43,117.94,117.95,33561948.0
2017-01-10,,,,,,119.11,119.38,118.3,118.77,24462051.0
2017-01-11,,,,,,119.75,119.93,118.6,118.74,27588593.0
2017-01-12,,,,,,119.25,119.3,118.21,118.9,27086220.0
2017-01-13,,,,,,119.04,119.62,118.81,119.11,26111948.0
2017-01-17,,,,,,120.0,120.24,118.22,118.34,34439843.0
2017-01-18,,,,,,119.99,120.5,119.71,120.0,23712961.0
2017-01-19,,,,,,119.78,120.09,119.37,119.4,25597291.0
2017-01-20,,,,,,120.0,120.45,119.73,120.45,32597892.0
2017-01-23,,,,,,120.08,120.81,119.77,120.0,22050218.0
2017-01-24,,,,,,119.97,120.1,119.5,119.55,23211038.0
2017-01-25,,,,,,121.88,122.1,120.28,120.42,32586673.0
2017-01-26,,,,,,121.94,122.44,121.6,121.67,26337576.0
2017-01-27,,,,,,121.95,122.35,121.6,122.14,20562944.0
2017-01-30,,,,,,121.63,121.63,120.66,120.93,30377503.0
2017-01-31,,,,,,121.35,121.39,120.62,121.15,49200993.0
2017-02-01,,,,,,128.75,130.49,127.01,127.03,111985040.0
2017-02-02,,,,,,128.53,129.39,127.78,127.98,33710411.0
2017-02-03,,,,,,129.08,129.19,128.16,128.31,24507301.0
2017-02-06,,,,,,130.29,130.5,128.9,129.13,26845924.0
2017-02-07,,,,,,131.53,132.09,130.45,130.54,38183841.0
2017-02-08,,,,,,132.04,132.22,131.22,131.35,23004072.0
2017-02-09,,,,,,132.42,132.44,131.12,131.65,28349859.0
2017-02-10,,,,,,132.12,132.94,132.05,132.46,20065458.0
2017-02-13,,,,,,133.29,133.82,132.75,133.08,23035421.0
2017-02-14,,,,,,135.02,135.09,133.25,133.47,33226223.0
2017-02-15,,,,,,135.51,136.27,134.62,135.52,35623100.0
2017-02-16,,,,,,135.34,135.9,134.84,135.67,22584555.0
2017-02-17,,,,,,135.72,135.83,135.1,135.1,22198197.0
2017-02-21,,,,,,136.7,136.75,135.98,136.23,24507156.0
2017-02-22,,,,,,137.11,137.12,136.11,136.43,20836932.0
2017-02-23,,,,,,136.53,137.48,136.3,137.38,20788186.0
2017-02-24,,,,,,136.66,136.66,135.28,135.91,21776585.0
2017-02-27,,,,,,136.93,137.44,136.28,137.14,20257426.0
2017-02-28,,,,,,136.99,137.44,136.7,137.08,23482860.0
2017-03-01,,,,,,139.79,140.15,137.6,137.89,36414585.0
2017-03-02,,,,,,138.96,140.28,138.76,140.0,26210984.0
2017-03-03,,,,,,139.78,139.83,138.59,138.78,21571121.0
2017-03-06,,,,,,139.34,139.77,138.6,139.36,21750044.0
2017-03-07,,,,,,139.52,139.98,138.79,139.06,17446297.0
2017-03-08,,,,,,139.0,139.8,138.82,138.95,18707236.0
2017-03-09,,,,,,138.68,138.79,137.05,138.74,22155904.0
2017-03-10,,,,,,139.14,139.36,138.64,139.25,19612801.0
2017-03-13,,,,,,139.2,139.43,138.82,138.85,17421717.0
2017-03-14,,,,,,138.99,139.65,138.84,139.3,15309065.0
2017-03-15,,,,,,140.46,140.75,139.02,139.41,25691774.0
2017-03-16,,,,,,140.69,141.02,140.26,140.72,19231998.0
2017-03-17,,,,,,139.99,141.0,139.89,141.0,43884952.0
2017-03-20,,,,,,141.46,141.5,140.23,140.4,21542038.0
2017-03-21,,,,,,139.84,142.8,139.73,142.11,39529912.0
2017-03-22,,,,,,141.42,141.6,139.76,139.84,25860165.0
2017-03-23,,,,,,140.92,141.58,140.61,141.26,20346301.0
2017-03-24,,,,,,140.64,141.74,140.35,141.5,22395563.0
2017-03-27,,,,,,140.88,141.22,138.62,139.39,23575094.0
2017-03-28,,,,,,143.8,144.04,140.62,140.91,33374805.0
2017-03-29,,,,,,144.12,144.49,143.19,143.68,29189955.0
2017-03-30,,,,,,143.93,144.5,143.5,144.19,21207252.0
2017-03-31,,,,,,143.66,144.27,143.01,143.72,19661651.0
2017-04-03,,,,,,143.7,144.12,143.05,143.71,19985714.0
2017-04-04,,,,,,144.77,144.89,143.17,143.25,19891354.0
2017-04-05,,,,,,144.02,145.46,143.81,144.22,27717854.0
2017-04-06,,,,,,143.66,144.52,143.45,144.29,21149034.0
2017-04-07,,,,,,143.34,144.18,143.27,143.73,16672198.0
2017-04-10,,,,,,143.17,143.88,142.9,143.6,18933397.0
2017-04-11,,,,,,141.63,143.35,140.06,142.94,30379376.0
2017-04-12,,,,,,141.8,142.15,141.01,141.6,20350000.0
2017-04-13,,,,,,141.05,142.38,141.05,141.91,17822880.0
2017-04-17,,,,,,141.83,141.88,140.87,141.48,16582094.0
2017-04-18,,,,,,141.2,142.04,141.11,141.41,14697544.0
2017-04-19,,,,,,140.68,142.0,140.45,141.88,17328375.0
2017-04-20,,,,,,142.44,142.92,141.16,141.22,23319562.0
2017-04-21,,,,,,142.27,142.68,141.85,142.44,17320928.0
2017-04-24,,,,,,143.64,143.95,143.18,143.5,17134333.0
2017-04-25,,,,,,144.53,144.9,143.87,143.91,18871501.0
2017-04-26,,,,,,143.68,144.6,143.38,144.47,20041241.0
2017-04-27,,,,,,143.79,144.16,143.31,143.92,14246347.0
2017-04-28,,,,,,143.65,144.3,143.27,144.09,20860358.0
2017-05-01,,,,,,146.58,147.2,144.96,145.1,33602943.0
2017-05-02,,,,,,147.51,148.09,146.84,147.54,45352194.0
2017-05-03,,,,,,147.06,147.49,144.27,145.59,45697034.0
2017-05-04,,,,,,146.53,147.14,145.81,146.52,23371872.0
2017-05-05,,,,,,148.96,148.98,146.76,146.76,27327725.0
2017-05-08,,,,,,153.01,153.7,149.03,149.03,48752413.0
2017-05-09,,,,,,153.99,154.88,153.45,153.87,39130363.0
2017-05-10,,,,,,153.26,153.94,152.11,153.63,25805692.0
2017-05-11,,,,,,153.95,154.07,152.31,152.45,27255058.0
2017-05-12,,,,,,156.1,156.42,154.67,154.7,32527017.0
2017-05-15,,,,,,155.7,156.65,155.05,156.01,26009719.0
2017-05-16,,,,,,155.47,156.06,154.72,155.94,20048478.0
2017-05-17,,,,,,150.25,154.57,149.71,153.6,50767678.0
2017-05-18,,,,,,152.54,153.34,151.13,151.27,33568215.0
2017-05-19,,,,,,153.06,153.98,152.63,153.38,26960788.0
2017-05-22,,,,,,153.99,154.58,152.91,154.0,22966437.0
2017-05-23,,,,,,153.8,154.9,153.31,154.9,19918871.0
2017-05-24,,,,,,153.34,154.17,152.67,153.84,19219154.0
2017-05-25,,,,,,153.87,154.35,153.03,153.73,19235598.0
2017-05-26,,,,,,153.61,154.24,153.31,154.0,21927637.0
2017-05-30,,,,,,153.67,154.43,153.33,153.42,20126851.0
2017-05-31,,,,,,152.76,154.17,152.38,153.97,24451164.0
2017-06-01,,,,,,153.18,153.33,152.22,153.17,16404088.0
2017-06-02,,,,,,155.45,155.45,152.89,153.58,27770715.0
2017-06-05,,,,,,153.93,154.45,153.46,154.34,25331662.0
2017-06-06,,,,,,154.45,155.81,153.78,153.9,26624926.0
2017-06-07,,,,,,155.37,155.98,154.48,155.02,21069647.0
2017-06-08,,,,,,154.99,155.54,154.4,155.25,21250798.0
2017-06-09,,,,,,148.98,155.19,146.02,155.19,64882657.0
